701.52,55457.52,73.49,-15.20,3.5104e+18,2.9899e+17,353.91,28.05,3.3124e+18,378.19
720.37,55475.99,73.50,-15.25,3.0509e+18,1.7410e+17,351.74,19.80,2.8805e+18,378.19
739.16,55494.47,73.51,-15.29,2.6092e+18,1.5516e+17,355.55,19.11,2.5063e+18,378.19
757.99,55512.95,73.52,-15.34,2.2126e+18,1.3238e+17,363.22,20.17,2.1804e+18,378.20
776.75,55531.44,73.52,-15.39,1.8949e+18,1.1248e+17,368.51,20.60,1.8979e+18,378.20
795.64,55549.92,73.53,-15.44,1.6214e+18,1.0115e+17,372.54,9.35,1.6506e+18,378.20
814.46,55568.41,73.54,-15.48,1.3963e+18,8.8940e+16,376.74,9.22,1.4363e+18,378.22
833.32,55586.90,73.55,-15.53,1.2191e+18,7.7538e+16,379.02,9.44,1.2496e+18,378.25
852.12,55605.40,73.55,-15.58,1.0600e+18,6.6577e+16,378.89,9.53,1.0877e+18,378.30
870.94,55623.90,73.56,-15.62,9.2829e+17,6.0824e+16,378.55,10.12,9.4655e+17,378.42
889.80,55642.39,73.57,-15.67,8.1183e+17,5.4930e+16,379.44,9.94,8.2333e+17,378.68
908.60,55660.90,73.58,-15.72,7.0850e+17,4.7662e+16,381.86,10.34,7.1613e+17,379.21
927.42,55679.40,73.59,-15.76,6.1836e+17,4.1596e+16,383.36,10.51,6.2206e+17,380.30
946.28,55697.91,73.59,-15.81,5.2624e+17,3.6759e+16,383.66,10.60,5.3902e+17,382.50
965.18,55716.42,73.60,-15.86,4.5358e+17,3.1942e+16,383.98,10.75,4.6510e+17,386.71
984.00,55734.93,73.61,-15.91,4.0273e+17,2.8531e+16,384.54,10.74,3.9921e+17,394.02
1002.86,55753.45,73.62,-15.95,3.6243e+17,2.6328e+16,387.45,11.21,3.4073e+17,404.93
1021.66,55771.96,73.62,-16.00,3.1180e+17,2.2241e+16,391.41,11.94,2.9090e+17,417.84
1040.48,55790.48,73.63,-16.05,2.6552e+17,1.9632e+16,398.03,11.87,2.5013e+17,429.67
1059.34,55809.01,73.64,-16.09,2.2576e+17,1.7048e+16,410.29,12.34,2.1749e+17,438.16
1078.23,55827.53,73.65,-16.14,1.9063e+17,1.4193e+16,421.44,12.59,1.9095e+17,443.26
1097.06,55846.06,73.65,-16.19,1.6692e+17,1.2570e+16,428.76,14.08,1.6882e+17,445.98
1115.92,55864.59,73.66,-16.24,1.4285e+17,1.1426e+16,433.43,15.10,1.4977e+17,447.35
1134.80,55883.12,73.67,-16.28,1.2712e+17,1.0507e+16,440.60,14.99,1.3309e+17,448.02
1153.72,55901.66,73.68,-16.33,1.1975e+17,9.3177e+15,454.18,15.92,1.1837e+17,448.35
1172.58,55920.19,73.68,-16.38,1.0189e+17,8.0535e+15,471.75,16.39,1.0537e+17,448.50
1191.37,55938.73,73.69,-16.42,8.2841e+16,7.4277e+15,490.93,16.80,9.3861e+16,448.57
1210.29,55957.28,73.70,-16.47,6.8973e+16,6.7914e+15,509.71,19.02,8.3559e+16,448.61
1229.14,55975.82,73.71,-16.52,6.0286e+16,5.9935e+15,521.60,21.28,7.4427e+16,448.62
1248.02,55994.37,73.71,-16.56,5.7176e+16,5.5118e+15,515.71,20.22,6.6287e+16,448.63
1266.94,56012.92,73.72,-16.61,5.4676e+16,5.1703e+15,489.17,19.96,5.9030e+16,448.64
1285.79,56031.47,73.73,-16.66,5.1755e+16,4.8206e+15,457.48,18.91,5.2594e+16,448.64
1304.67,56050.03,73.74,-16.71,5.1948e+16,4.5243e+15,439.81,17.02,4.6854e+16,448.64
1323.48,56068.59,73.74,-16.75,4.9017e+16,4.1481e+15,440.72,16.89,4.1760e+16,448.64
1342.42,56087.15,73.75,-16.80,4.0293e+16,3.5467e+15,458.04,18.57,3.7194e+16,448.64
1361.30,56105.71,73.76,-16.85,3.1427e+16,3.2191e+15,477.74,20.73,3.3143e+16,448.64
1380.21,56124.28,73.77,-16.89,2.4597e+16,3.0109e+15,489.89,21.27,2.9530e+16,448.64
1399.05,56142.84,73.77,-16.94,2.2472e+16,2.8294e+15,497.93,23.67,2.6323e+16,448.64
1417.92,56161.41,73.78,-16.99,2.2387e+16,2.5522e+15,499.77,23.80,2.3462e+16,448.64
1436.82,56179.99,73.79,-17.03,2.3119e+16,2.5195e+15,483.24,23.30,2.0910e+16,448.64
1455.76,56198.56,73.80,-17.08,2.1545e+16,2.2794e+15,459.15,23.26,1.8633e+16,448.64
1474.62,56217.14,73.80,-17.13,1.7672e+16,2.0384e+15,446.05,23.23,1.6612e+16,448.64
1493.52,56235.72,73.81,-17.17,1.4929e+16,1.8872e+15,457.81,23.23,1.4808e+16,448.64
1512.45,56254.30,73.82,-17.22,1.4220e+16,1.7766e+15,481.07,24.84,1.3199e+16,448.64
1531.31,56272.89,73.83,-17.27,1.1907e+16,1.5882e+15,501.88,30.11,1.1771e+16,448.64
1550.20,56291.48,73.83,-17.31,9.5549e+15,1.4758e+15,509.42,31.27,1.0496e+16,448.64
1569.13,56310.07,73.84,-17.36,8.4728e+15,1.3286e+15,503.79,32.18,9.3575e+15,448.64
1588.08,56328.66,73.85,-17.41,8.7028e+15,1.3338e+15,504.98,33.69,8.3420e+15,448.64
