altitude_km,density_kg_m3,density_H2only_kg_m3,nH2_m-3,temperature_K,lat_deg,lon_deg,radius_km,data_type,occultation,source_file
984.0,1.38118673745349e-09,1.34811752908851e-09,4.0273e+17,384.54,73.61,-15.91,55734.93,INV,ST87,EUV2017_195_02_00_06_ST87
1002.86,1.2429754655855495e-09,1.2132153950973324e-09,3.6243e+17,387.45,73.62,-15.95,55753.45,INV,ST87,EUV2017_195_02_00_06_ST87
1021.66,1.0693368379261494e-09,1.043734128497498e-09,3.118e+17,391.41,73.62,-16.0,55771.96,INV,ST87,EUV2017_195_02_00_06_ST87
1040.48,9.106167966842566e-10,8.888142584947264e-10,2.6552e+17,398.03,73.63,-16.05,55790.48,INV,ST87,EUV2017_195_02_00_06_ST87
1059.34,7.742574872681447e-10,7.557197461500808e-10,2.2576e+17,410.29,73.64,-16.09,55809.01,INV,ST87,EUV2017_195_02_00_06_ST87
1078.23,6.537770410964139e-10,6.381239157006994e-10,1.9063e+17,421.44,73.65,-16.14,55827.53,INV,ST87,EUV2017_195_02_00_06_ST87
1097.06,5.724621712207597e-10,5.587559356279744e-10,1.6692e+17,428.76,73.65,-16.19,55846.06,INV,ST87,EUV2017_195_02_00_06_ST87
1115.92,4.899126597105531e-10,4.781828744575613e-10,1.4285e+17,433.43,73.66,-16.24,55864.59,INV,ST87,EUV2017_195_02_00_06_ST87
1134.8,4.359656794008086e-10,4.2552752538358553e-10,1.2712e+17,440.6,73.67,-16.28,55883.12,INV,ST87,EUV2017_195_02_00_06_ST87
1153.72,4.1068982149344583e-10,4.0085683735591855e-10,1.1975e+17,454.18,73.68,-16.33,55901.66,INV,ST87,EUV2017_195_02_00_06_ST87
1172.58,3.4943787817926675e-10,3.4107142512062246e-10,1.0189e+17,471.75,73.68,-16.38,55920.19,INV,ST87,EUV2017_195_02_00_06_ST87
1191.37,2.8410818791096903e-10,2.773058978154626e-10,8.2841e+16,490.93,73.69,-16.42,55938.73,INV,ST87,EUV2017_195_02_00_06_ST87
1210.29,2.365470484999368e-10,2.3088349597452835e-10,6.8973e+16,509.71,73.7,-16.47,55957.28,INV,ST87,EUV2017_195_02_00_06_ST87
1229.14,2.0675445994617014e-10,2.0180421959781966e-10,6.0286e+16,521.6,73.71,-16.52,55975.82,INV,ST87,EUV2017_195_02_00_06_ST87
1248.02,1.9608852804767646e-10,1.913936578927933e-10,5.7176e+16,515.71,73.71,-16.56,55994.37,INV,ST87,EUV2017_195_02_00_06_ST87
1266.94,1.875146278077298e-10,1.8302503915884928e-10,5.4676e+16,489.17,73.72,-16.61,56012.92,INV,ST87,EUV2017_195_02_00_06_ST87
1285.79,1.7749688276737608e-10,1.7324714503010909e-10,5.1755e+16,457.48,73.73,-16.66,56031.47,INV,ST87,EUV2017_195_02_00_06_ST87
1304.67,1.7815878786589997e-10,1.7389320239636958e-10,5.1948e+16,439.81,73.74,-16.71,56050.03,INV,ST87,EUV2017_195_02_00_06_ST87
1323.48,1.6810674722458648e-10,1.640818337926936e-10,4.9017e+16,440.72,73.74,-16.75,56068.59,INV,ST87,EUV2017_195_02_00_06_ST87
1342.42,1.381872649472686e-10,1.3487870185872256e-10,4.0293e+16,458.04,73.75,-16.8,56087.15,INV,ST87,EUV2017_195_02_00_06_ST87
1361.3,1.0778078513632167e-10,1.0520023238066348e-10,3.1427e+16,477.74,73.76,-16.85,56105.71,INV,ST87,EUV2017_195_02_00_06_ST87
1380.21,8.435688968078735e-11,8.233716599952842e-11,2.4597e+16,489.89,73.77,-16.89,56124.28,INV,ST87,EUV2017_195_02_00_06_ST87
1399.05,7.706907447683269e-11,7.522384007567601e-11,2.2472e+16,497.93,73.77,-16.94,56142.84,INV,ST87,EUV2017_195_02_00_06_ST87
1417.92,7.67775618686745e-11,7.493930703872191e-11,2.2387e+16,499.77,73.78,-16.99,56161.41,INV,ST87,EUV2017_195_02_00_06_ST87
1436.82,7.928799985893089e-11,7.738963860402071e-11,2.3119e+16,483.24,73.79,-17.03,56179.99,INV,ST87,EUV2017_195_02_00_06_ST87
1455.76,7.388987226786045e-11,7.212075624912956e-11,2.1545e+16,459.15,73.8,-17.08,56198.56,INV,ST87,EUV2017_195_02_00_06_ST87
1474.62,6.060718601613506e-11,5.915609210650348e-11,1.7672e+16,446.05,73.8,-17.13,56217.14,INV,ST87,EUV2017_195_02_00_06_ST87
1493.52,5.1199902672865575e-11,4.997404363162011e-11,1.4929e+16,457.81,73.81,-17.17,56235.72,INV,ST87,EUV2017_195_02_00_06_ST87
1512.45,4.87683445648167e-11,4.7600703358673586e-11,1.422e+16,481.07,73.82,-17.22,56254.3,INV,ST87,EUV2017_195_02_00_06_ST87
1531.31,4.083577206281803e-11,3.9858057306028575e-11,1.1907e+16,501.88,73.83,-17.27,56272.89,INV,ST87,EUV2017_195_02_00_06_ST87
1550.2,3.27691037610666e-11,3.1984526056384687e-11,9554900000000000.0,509.42,73.83,-17.31,56291.48,INV,ST87,EUV2017_195_02_00_06_ST87
1569.13,2.9057976781208078e-11,2.8362253123584355e-11,8472800000000000.0,503.79,73.84,-17.36,56310.07,INV,ST87,EUV2017_195_02_00_06_ST87
1588.08,2.984677560328317e-11,2.91321660471072e-11,8702800000000000.0,504.98,73.85,-17.41,56328.66,INV,ST87,EUV2017_195_02_00_06_ST87
1606.96,2.8534968866571334e-11,2.785176738081377e-11,8320300000000000.0,518.64,73.86,-17.45,56347.25,INV,ST87,EUV2017_195_02_00_06_ST87
1625.88,2.5270713567218834e-11,2.4665666856426604e-11,7368500000000000.0,523.84,73.86,-17.5,56365.85,INV,ST87,EUV2017_195_02_00_06_ST87
1644.73,2.235284383756018e-11,2.1817658528890773e-11,6517700000000000.0,523.68,73.87,-17.55,56384.45,INV,ST87,EUV2017_195_02_00_06_ST87
1663.7,1.9078299857919743e-11,1.8621515662022873e-11,5562900000000000.0,526.96,73.88,-17.6,56403.05,INV,ST87,EUV2017_195_02_00_06_ST87
1682.61,1.7269892819310194e-11,1.6856406598659402e-11,5035600000000000.0,533.25,73.88,-17.64,56421.66,INV,ST87,EUV2017_195_02_00_06_ST87
1701.55,1.5338364573255007e-11,1.4971124170276493e-11,4472400000000000.0,529.41,73.89,-17.69,56440.27,INV,ST87,EUV2017_195_02_00_06_ST87
1720.42,1.0922805949682468e-11,1.0661285522295323e-11,3184900000000000.0,515.2,73.9,-17.74,56458.88,INV,ST87,EUV2017_195_02_00_06_ST87
1739.32,9.580133172106819e-12,9.35075982855969e-12,2793400000000000.0,496.78,73.91,-17.78,56477.49,INV,ST87,EUV2017_195_02_00_06_ST87
1758.25,7.820425886860162e-12,7.633184519605019e-12,2280300000000000.0,479.99,73.91,-17.83,56496.1,INV,ST87,EUV2017_195_02_00_06_ST87
1777.21,8.012824208244566e-12,7.820976323994723e-12,2336400000000000.0,475.06,73.92,-17.88,56514.72,INV,ST87,EUV2017_195_02_00_06_ST87
1796.1,9.377103214424882e-12,9.152590936939896e-12,2734200000000000.0,479.23,73.93,-17.92,56533.34,INV,ST87,EUV2017_195_02_00_06_ST87
1815.03,9.279360751689489e-12,9.057188683372934e-12,2705700000000000.0,481.85,73.93,-17.97,56551.96,INV,ST87,EUV2017_195_02_00_06_ST87
1833.98,9.698110039408484e-12,9.46591202233876e-12,2827800000000000.0,482.54,73.94,-18.02,56570.59,INV,ST87,EUV2017_195_02_00_06_ST87
1852.96,7.1832136210273255e-12,7.0112287752983e-12,2094500000000000.0,482.27,73.95,-18.06,56589.21,INV,ST87,EUV2017_195_02_00_06_ST87
1871.87,6.8704377402740704e-12,6.7059415638840215e-12,2003300000000000.0,481.86,73.96,-18.11,56607.84,INV,ST87,EUV2017_195_02_00_06_ST87
1890.82,8.1359454156902e-12,7.94114968901416e-12,2372300000000000.0,481.53,73.96,-18.16,56626.48,INV,ST87,EUV2017_195_02_00_06_ST87
1909.69,6.69210061528318e-12,6.531874294217986e-12,1951300000000000.0,481.29,73.97,-18.2,56645.11,INV,ST87,EUV2017_195_02_00_06_ST87
1928.69,4.379548242564762e-12,4.274690449298605e-12,1277000000000000.0,481.06,73.98,-18.25,56663.75,INV,ST87,EUV2017_195_02_00_06_ST87
1947.63,3.4532240606409233e-12,3.3705448812832933e-12,1006900000000000.0,480.83,73.98,-18.3,56682.39,INV,ST87,EUV2017_195_02_00_06_ST87
1966.59,3.9861776995560086e-12,3.890738221785253e-12,1162300000000000.0,480.56,73.99,-18.34,56701.03,INV,ST87,EUV2017_195_02_00_06_ST87
1985.48,4.090093370464162e-12,3.992165880840655e-12,1192600000000000.0,480.28,74.0,-18.39,56719.67,INV,ST87,EUV2017_195_02_00_06_ST87
2004.4,2.8891986072562713e-12,2.82002366648952e-12,842440000000000.0,479.98,74.01,-18.44,56738.32,INV,ST87,EUV2017_195_02_00_06_ST87
2023.36,2.0891851236673267e-12,2.0391645896626716e-12,609170000000000.0,479.68,74.01,-18.48,56756.97,INV,ST87,EUV2017_195_02_00_06_ST87
2042.34,1.8707564411544455e-12,1.8259656587967137e-12,545480000000000.0,479.36,74.02,-18.53,56775.62,INV,ST87,EUV2017_195_02_00_06_ST87
2061.35,1.281832381472988e-12,1.2511419751995668e-12,373760000000000.0,479.04,74.03,-18.58,56794.27,INV,ST87,EUV2017_195_02_00_06_ST87
2080.29,2.4233614594194884e-12,2.3653398734368734e-12,706610000000000.0,478.7,74.03,-18.62,56812.93,INV,ST87,EUV2017_195_02_00_06_ST87
2099.26,2.87170785076678e-12,2.8029516842722743e-12,837340000000000.0,478.37,74.04,-18.67,56831.58,INV,ST87,EUV2017_195_02_00_06_ST87
2118.16,2.316564958030713e-12,2.261100358486867e-12,675470000000000.0,478.03,74.05,-18.72,56850.25,INV,ST87,EUV2017_195_02_00_06_ST87
2137.09,1.7081267014031366e-12,1.6672296986512634e-12,498060000000000.0,477.68,74.05,-18.76,56868.91,INV,ST87,EUV2017_195_02_00_06_ST87
2156.04,1.1851187867663894e-12,1.1567439558806782e-12,345560000000000.0,477.35,74.06,-18.81,56887.57,INV,ST87,EUV2017_195_02_00_06_ST87
2175.03,7.946633698392177e-13,7.756370587368676e-13,231710000000000.0,477.0,74.07,-18.86,56906.24,INV,ST87,EUV2017_195_02_00_06_ST87
2194.05,7.125254055405286e-13,6.954656912656838e-13,207760000000000.0,476.66,74.08,-18.9,56924.91,INV,ST87,EUV2017_195_02_00_06_ST87
2212.99,6.751774960953209e-13,6.590119880606237e-13,196870000000000.0,448.64,74.08,-18.95,56943.58,FM,ST87,EUV2017_195_02_00_06_ST87
2231.97,6.033282120845677e-13,5.888829630701728e-13,175920000000000.0,448.64,74.09,-19.0,56962.26,FM,ST87,EUV2017_195_02_00_06_ST87
2250.97,5.390925514868873e-13,5.261852715154642e-13,157190000000000.0,448.64,74.1,-19.04,56980.94,FM,ST87,EUV2017_195_02_00_06_ST87
2269.9,4.81887489085963e-13,4.703498473225897e-13,140510000000000.0,448.64,74.1,-19.09,56999.62,FM,ST87,EUV2017_195_02_00_06_ST87
2288.87,4.30752748054921e-13,4.2043940519334753e-13,125600000000000.0,448.64,74.11,-19.13,57018.3,FM,ST87,EUV2017_195_02_00_06_ST87
2307.86,3.8500241637456554e-13,3.7578445562902226e-13,112260000000000.0,448.64,74.12,-19.18,57036.98,FM,ST87,EUV2017_195_02_00_06_ST87
2326.77,3.4425924243433895e-13,3.3601677940532026e-13,100380000000000.0,448.64,74.12,-19.23,57055.67,FM,ST87,EUV2017_195_02_00_06_ST87
2345.82,3.0762468148909476e-13,3.0025934527892426e-13,89698000000000.0,448.64,74.13,-19.27,57074.36,FM,ST87,EUV2017_195_02_00_06_ST87
2364.8,2.7502671277681754e-13,2.6844185685246913e-13,80193000000000.0,448.64,74.14,-19.32,57093.05,FM,ST87,EUV2017_195_02_00_06_ST87
2383.8,2.458583041605189e-13,2.3997181591959153e-13,71688000000000.0,448.64,74.14,-19.37,57111.75,FM,ST87,EUV2017_195_02_00_06_ST87
2402.73,2.1989310467386443e-13,2.146282909457155e-13,64117000000000.0,448.64,74.15,-19.41,57130.44,FM,ST87,EUV2017_195_02_00_06_ST87
2421.7,1.9665097590341697e-13,1.9194263928174004e-13,57340000000000.0,448.64,74.16,-19.46,57149.14,FM,ST87,EUV2017_195_02_00_06_ST87
2440.69,1.7584726436121036e-13,1.7163702278569827e-13,51274000000000.0,448.64,74.17,-19.51,57167.84,FM,ST87,EUV2017_195_02_00_06_ST87
2459.7,1.572316121602381e-13,1.53467077790559e-13,45846000000000.0,448.64,74.17,-19.55,57186.54,FM,ST87,EUV2017_195_02_00_06_ST87
2478.75,1.4057080921397376e-13,1.37205177866759e-13,40988000000000.0,448.64,74.18,-19.6,57205.25,FM,ST87,EUV2017_195_02_00_06_ST87
2497.73,1.2574139135896196e-13,1.227308149045294e-13,36664000000000.0,448.64,74.19,-19.65,57223.96,FM,ST87,EUV2017_195_02_00_06_ST87
2516.73,1.1246213466733257e-13,1.0976949820939692e-13,32792000000000.0,448.64,74.19,-19.69,57242.67,FM,ST87,EUV2017_195_02_00_06_ST87
2535.66,1.0063701145639812e-13,9.822749925154133e-14,29344000000000.0,448.64,74.2,-19.74,57261.38,FM,ST87,EUV2017_195_02_00_06_ST87
2554.72,8.999165691848031e-14,8.783702223147643e-14,26240000000000.0,448.64,74.21,-19.79,57280.1,FM,ST87,EUV2017_195_02_00_06_ST87
2573.7,8.051578237329125e-14,7.85880248067215e-14,23477000000000.0,448.64,74.21,-19.83,57298.81,FM,ST87,EUV2017_195_02_00_06_ST87
2592.72,7.202762113574404e-14,7.030309226011692e-14,21002000000000.0,448.64,74.22,-19.88,57317.53,FM,ST87,EUV2017_195_02_00_06_ST87
2611.66,6.446887068420705e-14,6.292531798427187e-14,18798000000000.0,448.64,74.23,-19.92,57336.26,FM,ST87,EUV2017_195_02_00_06_ST87
2630.73,5.766462345378537e-14,5.62839821570139e-14,16814000000000.0,448.64,74.23,-19.97,57354.98,FM,ST87,EUV2017_195_02_00_06_ST87
2649.73,5.160116120409508e-14,5.036569498836869e-14,15046000000000.0,448.64,74.24,-20.02,57373.71,FM,ST87,EUV2017_195_02_00_06_ST87
2668.76,4.617216757216084e-14,4.5066685606035336e-14,13463000000000.0,448.64,74.25,-20.06,57392.44,FM,ST87,EUV2017_195_02_00_06_ST87
2687.71,4.133648783683092e-14,4.0346784640090906e-14,12053000000000.0,448.64,74.25,-20.11,57411.17,FM,ST87,EUV2017_195_02_00_06_ST87
2706.79,3.6980946514938003e-14,3.6095526323247346e-14,10783000000000.0,448.64,74.26,-20.16,57429.9,FM,ST87,EUV2017_195_02_00_06_ST87
2725.8,3.310005631032854e-14,3.2307554739514925e-14,9651400000000.0,448.64,74.27,-20.2,57448.64,FM,ST87,EUV2017_195_02_00_06_ST87
2744.83,2.962454010906376e-14,2.8915251449523376e-14,8638000000000.0,448.64,74.27,-20.25,57467.38,FM,ST87,EUV2017_195_02_00_06_ST87
2763.8,2.652696143037582e-14,2.5891836873324083e-14,7734800000000.0,448.64,74.28,-20.3,57486.12,FM,ST87,EUV2017_195_02_00_06_ST87
2782.79,2.3751418444700283e-14,2.3182747616771722e-14,6925500000000.0,448.64,74.29,-20.34,57504.86,FM,ST87,EUV2017_195_02_00_06_ST87
2801.81,2.126430146309655e-14,2.0755178694429243e-14,6200300000000.0,448.64,74.29,-20.39,57523.6,FM,ST87,EUV2017_195_02_00_06_ST87
2820.85,1.9035773312729612e-14,1.8580007313102513e-14,5550500000000.0,448.64,74.3,-20.44,57542.35,FM,ST87,EUV2017_195_02_00_06_ST87
2839.92,1.7039426380860425e-14,1.6631458127090986e-14,4968400000000.0,448.64,74.31,-20.48,57561.1,FM,ST87,EUV2017_195_02_00_06_ST87
2858.92,1.5259827647057095e-14,1.4894467622673567e-14,4449500000000.0,448.64,74.31,-20.53,57579.85,FM,ST87,EUV2017_195_02_00_06_ST87
2877.95,1.3665082202427013e-14,1.3337904538159979e-14,3984500000000.0,448.64,74.32,-20.57,57598.61,FM,ST87,EUV2017_195_02_00_06_ST87
2897.0,1.22359845104327e-14,1.1943023167586189e-14,3567800000000.0,448.64,74.33,-20.62,57617.37,FM,ST87,EUV2017_195_02_00_06_ST87
2915.98,1.0961902934776623e-14,1.0699446423722107e-14,3196300000000.0,448.64,74.33,-20.67,57636.12,FM,ST87,EUV2017_195_02_00_06_ST87
2935.09,9.813686214642966e-15,9.578721002872325e-15,2861500000000.0,448.64,74.34,-20.71,57654.89,FM,ST87,EUV2017_195_02_00_06_ST87
2954.12,8.789962525993333e-15,8.579507926039409e-15,2563000000000.0,448.64,74.35,-20.76,57673.65,FM,ST87,EUV2017_195_02_00_06_ST87
2973.08,7.877356584453408e-15,7.688752147998408e-15,2296900000000.0,448.64,74.35,-20.81,57692.41,FM,ST87,EUV2017_195_02_00_06_ST87
2992.17,7.0546051174281255e-15,6.885699494289139e-15,2057000000000.0,448.64,74.36,-20.85,57711.18,FM,ST87,EUV2017_195_02_00_06_ST87
3011.19,6.32067925688869e-15,6.169345730663531e-15,1843000000000.0,448.64,74.36,-20.9,57729.95,FM,ST87,EUV2017_195_02_00_06_ST87
3030.23,5.662889630479981e-15,5.527305301395346e-15,1651200000000.0,448.64,74.37,-20.94,57748.73,FM,ST87,EUV2017_195_02_00_06_ST87
3049.29,5.073005293971649e-15,4.951544332499997e-15,1479200000000.0,448.64,74.38,-20.99,57767.5,FM,ST87,EUV2017_195_02_00_06_ST87
3068.39,4.5445100831813365e-15,4.435702673739688e-15,1325100000000.0,448.64,74.38,-21.04,57786.28,FM,ST87,EUV2017_195_02_00_06_ST87
3087.41,4.072602613974671e-15,3.975093898623409e-15,1187500000000.0,448.64,74.39,-21.08,57805.06,FM,ST87,EUV2017_195_02_00_06_ST87
3106.45,3.649737854140502e-15,3.5623536226652905e-15,1064200000000.0,448.64,74.4,-21.13,57823.84,FM,ST87,EUV2017_195_02_00_06_ST87
3125.53,3.27046280312622e-15,3.1921594043505425e-15,953610000000.0,448.64,74.4,-21.18,57842.62,FM,ST87,EUV2017_195_02_00_06_ST87
3144.53,2.932033812855045e-15,2.8618332856843045e-15,854930000000.0,448.64,74.41,-21.22,57861.41,FM,ST87,EUV2017_195_02_00_06_ST87
3163.65,2.626837259913903e-15,2.563943933230833e-15,765940000000.0,448.64,74.42,-21.27,57880.2,FM,ST87,EUV2017_195_02_00_06_ST87
654.42,2.35398145867784e-08,2.2976210106417984e-08,6.8638e+18,184.99,-55.38,154.32,56644.4,INV,ST88,EUV2017_195_05_17_25_ST88
671.55,1.8172210080562183e-08,1.773712003421967e-08,5.2987e+18,188.67,-55.38,154.4,56661.42,INV,ST88,EUV2017_195_05_17_25_ST88
688.69,1.358345867214272e-08,1.3258235287812831e-08,3.9607e+18,200.58,-55.38,154.49,56678.45,INV,ST88,EUV2017_195_05_17_25_ST88
705.85,1.0618261013159562e-08,1.0364032184865632e-08,3.0961e+18,205.85,-55.39,154.57,56695.47,INV,ST88,EUV2017_195_05_17_25_ST88
722.97,8.546463759178847e-09,8.341839153995399e-09,2.492e+18,205.87,-55.39,154.65,56712.49,INV,ST88,EUV2017_195_05_17_25_ST88
740.11,6.755204521049187e-09,6.593467328099814e-09,1.9697e+18,212.61,-55.39,154.74,56729.52,INV,ST88,EUV2017_195_05_17_25_ST88
757.26,5.281179591797554e-09,5.154734395360158e-09,1.5399e+18,216.47,-55.39,154.82,56746.54,INV,ST88,EUV2017_195_05_17_25_ST88
774.38,4.215615269976982e-09,4.1146824591055956e-09,1.2292e+18,221.14,-55.39,154.9,56763.56,INV,ST88,EUV2017_195_05_17_25_ST88
791.56,3.4175566356427453e-09,3.3357314273500864e-09,9.965e+17,227.82,-55.4,154.99,56780.59,INV,ST88,EUV2017_195_05_17_25_ST88
808.71,2.7714961047622833e-09,2.7051392685099366e-09,8.0812e+17,235.37,-55.4,155.07,56797.61,INV,ST88,EUV2017_195_05_17_25_ST88
825.81,2.1685108486873134e-09,2.1165910501891216e-09,6.323e+17,241.5,-55.4,155.15,56814.63,INV,ST88,EUV2017_195_05_17_25_ST88
842.99,1.71399124916726e-09,1.672953833865281e-09,4.9977e+17,246.06,-55.4,155.24,56831.66,INV,ST88,EUV2017_195_05_17_25_ST88
860.13,1.4358882209843497e-09,1.4015093166110728e-09,4.1868e+17,251.67,-55.4,155.32,56848.68,INV,ST88,EUV2017_195_05_17_25_ST88
877.23,1.207033675779693e-09,1.1781341453646391e-09,3.5195e+17,258.57,-55.41,155.4,56865.69,INV,ST88,EUV2017_195_05_17_25_ST88
894.39,1.0141209203808929e-09,9.898402238508987e-10,2.957e+17,262.15,-55.41,155.49,56882.73,INV,ST88,EUV2017_195_05_17_25_ST88
911.52,8.305365684431546e-10,8.106513595196893e-10,2.4217e+17,261.83,-55.41,155.57,56899.75,INV,ST88,EUV2017_195_05_17_25_ST88
928.67,6.655747278265807e-10,6.496391350786064e-10,1.9407e+17,263.89,-55.41,155.65,56916.77,INV,ST88,EUV2017_195_05_17_25_ST88
945.83,5.633395413654564e-10,5.498517252950579e-10,1.6426e+17,273.95,-55.42,155.74,56933.79,INV,ST88,EUV2017_195_05_17_25_ST88
962.95,4.976291699265051e-10,4.857146313181109e-10,1.451e+17,287.69,-55.42,155.82,56950.82,INV,ST88,EUV2017_195_05_17_25_ST88
980.09,3.96182782287456e-10,3.8669713445808526e-10,1.1552e+17,302.92,-55.42,155.9,56967.84,INV,ST88,EUV2017_195_05_17_25_ST88
997.24,2.9765495029008477e-10,2.9052831541509414e-10,8.6791e+16,320.32,-55.42,155.98,56984.86,INV,ST88,EUV2017_195_05_17_25_ST88
1014.35,2.381795191056227e-10,2.324768809814713e-10,6.9449e+16,335.36,-55.42,156.07,57001.88,INV,ST88,EUV2017_195_05_17_25_ST88
1031.48,2.1712202011631364e-10,2.1192355337090477e-10,6.3309e+16,343.72,-55.43,156.15,57018.9,INV,ST88,EUV2017_195_05_17_25_ST88
1048.63,1.915443609205047e-10,1.8695828996380297e-10,5.5851e+16,343.96,-55.43,156.23,57035.93,INV,ST88,EUV2017_195_05_17_25_ST88
1065.79,1.6706416095540898e-10,1.6306420975464602e-10,4.8713e+16,335.09,-55.43,156.32,57052.95,INV,ST88,EUV2017_195_05_17_25_ST88
1082.91,1.6010558352066826e-10,1.5627223879017706e-10,4.6684e+16,328.92,-55.43,156.4,57069.97,INV,ST88,EUV2017_195_05_17_25_ST88
1100.04,1.4694979099249407e-10,1.4343143020481333e-10,4.2848e+16,331.68,-55.43,156.48,57086.99,INV,ST88,EUV2017_195_05_17_25_ST88
1117.19,1.1993857567656605e-10,1.170669337453961e-10,3.4972e+16,340.21,-55.44,156.57,57104.01,INV,ST88,EUV2017_195_05_17_25_ST88
1134.36,9.51702926634081e-11,9.289166794677861e-11,2.775e+16,347.59,-55.44,156.65,57121.03,INV,ST88,EUV2017_195_05_17_25_ST88
1151.49,7.537144222932325e-11,7.356685356635509e-11,2.1977e+16,355.24,-55.44,156.73,57138.05,INV,ST88,EUV2017_195_05_17_25_ST88
1168.63,6.881069376571604e-11,6.716318651114112e-11,2.0064e+16,362.96,-55.44,156.82,57155.08,INV,ST88,EUV2017_195_05_17_25_ST88
1185.73,6.64683042201626e-11,6.487687987302762e-11,1.9381e+16,366.61,-55.44,156.9,57172.1,INV,ST88,EUV2017_195_05_17_25_ST88
1202.91,5.991441487674737e-11,5.847990771280081e-11,1.747e+16,366.33,-55.45,156.98,57189.12,INV,ST88,EUV2017_195_05_17_25_ST88
1220.04,5.160116120409508e-11,5.036569498836869e-11,1.5046e+16,365.35,-55.45,157.07,57206.14,INV,ST88,EUV2017_195_05_17_25_ST88
1237.19,4.450540136551521e-11,4.3439826124156615e-11,1.2977e+16,367.11,-55.45,157.15,57223.16,INV,ST88,EUV2017_195_05_17_25_ST88
1254.3,3.663799050534014e-11,3.5760781573889585e-11,1.0683e+16,379.55,-55.45,157.23,57240.18,INV,ST88,EUV2017_195_05_17_25_ST88
1271.42,3.101522672798311e-11,3.0272641408169096e-11,9043500000000000.0,403.2,-55.45,157.32,57257.2,INV,ST88,EUV2017_195_05_17_25_ST88
1288.56,2.765254305387602e-11,2.699046914071625e-11,8063000000000000.0,428.3,-55.46,157.4,57274.22,INV,ST88,EUV2017_195_05_17_25_ST88
1305.72,2.4089230114154184e-11,2.351247119488912e-11,7024000000000000.0,449.81,-55.46,157.48,57291.24,INV,ST88,EUV2017_195_05_17_25_ST88
1322.83,2.0200451921323968e-11,1.971680048192147e-11,5890100000000000.0,454.78,-55.46,157.56,57308.26,INV,ST88,EUV2017_195_05_17_25_ST88
1339.96,1.7431768055840386e-11,1.7014406120356264e-11,5082800000000000.0,438.46,-55.46,157.65,57325.28,INV,ST88,EUV2017_195_05_17_25_ST88
1357.11,1.7131338591432655e-11,1.6721169719918866e-11,4995200000000000.0,419.55,-55.47,157.73,57342.3,INV,ST88,EUV2017_195_05_17_25_ST88
1374.27,1.7220164197918504e-11,1.680786861000253e-11,5021100000000000.0,405.86,-55.47,157.81,57359.32,INV,ST88,EUV2017_195_05_17_25_ST88
1391.39,1.7895444580816704e-11,1.746698102148796e-11,5218000000000000.0,393.37,-55.47,157.9,57376.34,INV,ST88,EUV2017_195_05_17_25_ST88
1408.53,1.575128360881084e-11,1.5374156848503237e-11,4592800000000000.0,386.8,-55.47,157.98,57393.36,INV,ST88,EUV2017_195_05_17_25_ST88
1425.68,1.1894743280882824e-11,1.1609952141975218e-11,3468300000000000.0,386.74,-55.47,158.06,57410.38,INV,ST88,EUV2017_195_05_17_25_ST88
1442.79,9.987221955499486e-12,9.748101846047351e-12,2912100000000000.0,382.77,-55.48,158.15,57427.4,INV,ST88,EUV2017_195_05_17_25_ST88
1459.92,9.169271872608574e-12,8.949735618829093e-12,2673600000000000.0,386.88,-55.48,158.23,57444.42,INV,ST88,EUV2017_195_05_17_25_ST88
1477.06,8.162353028429237e-12,7.966925034714707e-12,2380000000000000.0,428.28,-55.48,158.31,57461.44,INV,ST88,EUV2017_195_05_17_25_ST88
1494.21,7.768296573401285e-12,7.582303317702639e-12,2265100000000000.0,483.73,-55.48,158.4,57478.46,INV,ST88,EUV2017_195_05_17_25_ST88
1511.33,6.958577434740722e-12,6.791970964468966e-12,2029000000000000.0,532.0,-55.48,158.48,57495.48,INV,ST88,EUV2017_195_05_17_25_ST88
1528.46,4.179261932959608e-12,4.079199515673673e-12,1218600000000000.0,561.09,-55.49,158.56,57512.49,INV,ST88,EUV2017_195_05_17_25_ST88
1545.61,2.7483122785134676e-12,2.682510523453352e-12,801360000000000.0,573.61,-55.49,158.65,57529.51,INV,ST88,EUV2017_195_05_17_25_ST88
1562.72,3.549594699337924e-12,3.464608155852824e-12,1035000000000000.0,560.89,-55.49,158.73,57546.53,INV,ST88,EUV2017_195_05_17_25_ST88
1579.84,4.5671451798147954e-12,4.4577958271973e-12,1331700000000000.0,510.52,-55.49,158.81,57563.55,INV,ST88,EUV2017_195_05_17_25_ST88
1596.98,5.093925610557119e-12,4.971963762210821e-12,1485300000000000.0,440.56,-55.49,158.9,57580.57,INV,ST88,EUV2017_195_05_17_25_ST88
1614.13,4.469745673089001e-12,4.362728318379696e-12,1303300000000000.0,380.87,-55.5,158.98,57597.59,INV,ST88,EUV2017_195_05_17_25_ST88
1631.24,4.275289615647011e-12,4.172928045493846e-12,1246600000000000.0,364.79,-55.5,159.06,57614.61,INV,ST88,EUV2017_195_05_17_25_ST88
1648.42,4.118215763251187e-12,4.0196149502879914e-12,1200800000000000.0,394.73,-55.5,159.14,57631.62,INV,ST88,EUV2017_195_05_17_25_ST88
1665.51,2.8303130604083175e-12,2.7625479930247925e-12,825270000000000.0,439.4,-55.5,159.23,57648.64,INV,ST88,EUV2017_195_05_17_25_ST88
