altitude_km,density_kg_m3,density_H2only_kg_m3,nH2_m-3,temperature_K,lat_deg,lon_deg,radius_km,data_type,occultation,source_file
2641.79,3.437791040209019e-14,3.355481367562194e-14,10024000000000.0,469.98,-72.47,-100.4,57452.75,FM,ST72,EUV2017_175_19_31_30_ST72
2653.9,3.213120558321457e-14,3.1361900822579253e-14,9368900000000.0,469.99,-72.48,-100.3,57464.29,FM,ST72,EUV2017_175_19_31_30_ST72
2666.21,2.9997333291496637e-14,2.9279118992075264e-14,8746700000000.0,469.99,-72.49,-100.21,57475.82,FM,ST72,EUV2017_175_19_31_30_ST72
2678.36,2.8031166488472063e-14,2.736002734400722e-14,8173400000000.0,470.0,-72.51,-100.11,57487.36,FM,ST72,EUV2017_175_19_31_30_ST72
2690.53,2.6191550452989108e-14,2.5564456508452193e-14,7637000000000.0,470.0,-72.52,-100.02,57498.9,FM,ST72,EUV2017_175_19_31_30_ST72
2702.72,2.447059719682701e-14,2.388470735617495e-14,7135200000000.0,470.01,-72.53,-99.93,57510.45,FM,ST72,EUV2017_175_19_31_30_ST72
2714.93,2.2860418731765024e-14,2.231308075794026e-14,6665700000000.0,470.02,-72.55,-99.83,57522.0,FM,ST72,EUV2017_175_19_31_30_ST72
2726.98,2.1376448078235055e-14,2.086464022746923e-14,6233000000000.0,470.02,-72.56,-99.74,57533.55,FM,ST72,EUV2017_175_19_31_30_ST72
2739.24,1.9966212966768625e-14,1.948816981811012e-14,5821800000000.0,470.03,-72.57,-99.64,57545.1,FM,ST72,EUV2017_175_19_31_30_ST72
2751.33,1.8666752646402305e-14,1.8219821962793562e-14,5442900000000.0,470.03,-72.59,-99.55,57556.66,FM,ST72,EUV2017_175_19_31_30_ST72
2763.63,1.7432111011849984e-14,1.7014740865105624e-14,5082900000000.0,470.03,-72.6,-99.46,57568.22,FM,ST72,EUV2017_175_19_31_30_ST72
2775.76,1.629452592801386e-14,1.590439253148593e-14,4751200000000.0,470.04,-72.61,-99.36,57579.78,FM,ST72,EUV2017_175_19_31_30_ST72
2787.92,1.522999047422208e-14,1.486534482947944e-14,4440800000000.0,470.04,-72.63,-99.27,57591.35,FM,ST72,EUV2017_175_19_31_30_ST72
2800.28,1.4218956157927568e-14,1.3878517308372762e-14,4146000000000.0,470.05,-72.64,-99.17,57602.92,FM,ST72,EUV2017_175_19_31_30_ST72
2812.48,1.328748763585976e-14,1.2969350569117084e-14,3874400000000.0,470.05,-72.65,-99.08,57614.49,FM,ST72,EUV2017_175_19_31_30_ST72
2824.7,1.2415693459461982e-14,1.2118429416249656e-14,3620200000000.0,470.05,-72.67,-98.99,57626.07,FM,ST72,EUV2017_175_19_31_30_ST72
2836.76,1.1612490484983777e-14,1.133445721325378e-14,3386000000000.0,470.06,-72.68,-98.89,57637.65,FM,ST72,EUV2017_175_19_31_30_ST72
2849.02,1.0848727451609328e-14,1.0588980656434047e-14,3163300000000.0,470.06,-72.69,-98.8,57649.23,FM,ST72,EUV2017_175_19_31_30_ST72
2861.31,1.0134350083616971e-14,9.891707343521831e-15,2955000000000.0,470.06,-72.71,-98.7,57660.82,FM,ST72,EUV2017_175_19_31_30_ST72
2873.43,9.475874545189066e-15,9.24899742475493e-15,2763000000000.0,470.07,-72.72,-98.61,57672.4,FM,ST72,EUV2017_175_19_31_30_ST72
2885.75,8.850322783682557e-15,8.638423001926375e-15,2580600000000.0,470.07,-72.73,-98.52,57684.0,FM,ST72,EUV2017_175_19_31_30_ST72
2897.92,8.273813731548542e-15,8.075717078255978e-15,2412500000000.0,470.07,-72.74,-98.42,57695.59,FM,ST72,EUV2017_175_19_31_30_ST72
2910.1,7.734343928451098e-15,7.549163587516222e-15,2255200000000.0,470.07,-72.76,-98.33,57707.19,FM,ST72,EUV2017_175_19_31_30_ST72
2922.31,7.22916972631344e-15,7.05608457171224e-15,2107900000000.0,470.08,-72.77,-98.23,57718.79,FM,ST72,EUV2017_175_19_31_30_ST72
2934.54,6.756576345087579e-15,6.594806307097245e-15,1970100000000.0,470.08,-72.78,-98.14,57730.39,FM,ST72,EUV2017_175_19_31_30_ST72
2946.78,6.31416309270633e-15,6.162985580425734e-15,1841100000000.0,470.08,-72.8,-98.04,57742.0,FM,ST72,EUV2017_175_19_31_30_ST72
611.36,5.6580882463456106e-08,5.522618874904337e-08,1.6498e+19,385.4,-85.66,146.92,55006.99,INV,ST77,EUV2017_182_06_15_06_ST77
626.47,4.6779199709149065e-08,4.565918381239857e-08,1.364e+19,419.98,-85.66,147.13,55022.2,INV,ST77,EUV2017_182_06_15_06_ST77
641.92,4.6768911028861134e-08,4.564914146991784e-08,1.3637e+19,377.17,-85.66,147.33,55037.42,INV,ST77,EUV2017_182_06_15_06_ST77
657.03,3.919987189703621e-08,3.826132485159206e-08,1.143e+19,404.13,-85.66,147.54,55052.64,INV,ST77,EUV2017_182_06_15_06_ST77
672.14,3.614070429142323e-08,3.527540168732083e-08,1.0538e+19,394.65,-85.66,147.74,55067.86,INV,ST77,EUV2017_182_06_15_06_ST77
687.25,3.309148241008859e-08,3.229918612078098e-08,9.6489e+18,389.79,-85.66,147.95,55083.08,INV,ST77,EUV2017_182_06_15_06_ST77
702.69,2.862688107714356e-08,2.794147897364165e-08,8.3471e+18,377.25,-85.66,148.15,55098.3,INV,ST77,EUV2017_182_06_15_06_ST77
717.79,2.6996125251505704e-08,2.63497676904455e-08,7.8716e+18,371.39,-85.65,148.36,55113.53,INV,ST77,EUV2017_182_06_15_06_ST77
732.89,2.603790616068926e-08,2.5414490860739915e-08,7.5922e+18,366.76,-85.65,148.56,55128.75,INV,ST77,EUV2017_182_06_15_06_ST77
748.33,2.3567594023555823e-08,2.3003324431115962e-08,6.8719e+18,373.14,-85.65,148.77,55143.98,INV,ST77,EUV2017_182_06_15_06_ST77
763.43,1.9764897789134674e-08,1.929167465023711e-08,5.7631e+18,380.96,-85.65,148.97,55159.21,INV,ST77,EUV2017_182_06_15_06_ST77
778.52,1.629384001599466e-08,1.5903723041987214e-08,4.751e+18,385.28,-85.65,149.18,55174.44,INV,ST77,EUV2017_182_06_15_06_ST77
793.95,1.3613981756996931e-08,1.3288027570505673e-08,3.9696e+18,395.77,-85.65,149.38,55189.67,INV,ST77,EUV2017_182_06_15_06_ST77
809.04,1.2420837799605951e-08,1.2123450587490023e-08,3.6217e+18,405.72,-85.65,149.59,55204.9,INV,ST77,EUV2017_182_06_15_06_ST77
824.12,1.2229125390240743e-08,1.1936328272599034e-08,3.5658e+18,413.08,-85.64,149.79,55220.13,INV,ST77,EUV2017_182_06_15_06_ST77
839.54,1.1197856669379959e-08,1.0929750811280248e-08,3.2651e+18,410.96,-85.64,149.99,55235.36,INV,ST77,EUV2017_182_06_15_06_ST77
854.62,9.331147109138766e-09,9.107735140525955e-09,2.7208e+18,401.02,-85.64,150.2,55250.6,INV,ST77,EUV2017_182_06_15_06_ST77
870.03,8.49467740172957e-09,8.291292696842377e-09,2.4769e+18,397.29,-85.64,150.4,55265.84,INV,ST77,EUV2017_182_06_15_06_ST77
885.1,7.557721583508197e-09,7.376770041596975e-09,2.2037e+18,401.2,-85.64,150.6,55281.07,INV,ST77,EUV2017_182_06_15_06_ST77
900.5,7.300504576309796e-09,7.125711479578654e-09,2.1287e+18,409.44,-85.64,150.81,55296.31,INV,ST77,EUV2017_182_06_15_06_ST77
915.56,6.490442481639634e-09,6.335044381595623e-09,1.8925e+18,413.98,-85.63,151.01,55311.55,INV,ST77,EUV2017_182_06_15_06_ST77
930.62,5.237967134588223e-09,5.11255655694108e-09,1.5273e+18,413.45,-85.63,151.21,55326.8,INV,ST77,EUV2017_182_06_15_06_ST77
946.01,4.8562570959057974e-09,4.739985650905893e-09,1.416e+18,417.19,-85.63,151.42,55342.04,INV,ST77,EUV2017_182_06_15_06_ST77
961.06,4.465630200973827e-09,4.358711381387403e-09,1.3021e+18,419.15,-85.63,151.62,55357.28,INV,ST77,EUV2017_182_06_15_06_ST77
976.44,4.109984819020838e-09,4.011581076303405e-09,1.1984e+18,417.13,-85.63,151.82,55372.53,INV,ST77,EUV2017_182_06_15_06_ST77
991.81,3.777317489710908e-09,3.686878669426377e-09,1.1014e+18,407.53,-85.63,152.02,55387.77,INV,ST77,EUV2017_182_06_15_06_ST77
1006.84,3.3792484493706634e-09,3.2983404388468245e-09,9.8533e+17,397.7,-85.62,152.22,55403.02,INV,ST77,EUV2017_182_06_15_06_ST77
1022.21,3.1862671027699436e-09,3.1099795683832122e-09,9.2906e+17,397.82,-85.62,152.43,55418.27,INV,ST77,EUV2017_182_06_15_06_ST77
1037.23,2.960430570449748e-09,2.889550150931127e-09,8.6321e+17,394.18,-85.62,152.63,55433.52,INV,ST77,EUV2017_182_06_15_06_ST77
1052.58,2.531666967250495e-09,2.4710522652840544e-09,7.3819e+17,387.58,-85.62,152.83,55448.77,INV,ST77,EUV2017_182_06_15_06_ST77
1067.93,2.1890882092631856e-09,2.1366757351505872e-09,6.383e+17,387.11,-85.62,153.03,55464.03,INV,ST77,EUV2017_182_06_15_06_ST77
1082.93,2.0156210596085842e-09,1.9673618409254315e-09,5.8772e+17,391.14,-85.61,153.23,55479.28,INV,ST77,EUV2017_182_06_15_06_ST77
1098.27,1.9910654093213767e-09,1.943394116871416e-09,5.8056e+17,395.66,-85.61,153.43,55494.54,INV,ST77,EUV2017_182_06_15_06_ST77
1113.6,1.6995870967641497e-09,1.658894554392255e-09,4.9557e+17,392.78,-85.61,153.63,55509.79,INV,ST77,EUV2017_182_06_15_06_ST77
1128.58,1.3794376618045409e-09,1.3464103308667855e-09,4.0222e+17,384.11,-85.61,153.84,55525.05,INV,ST77,EUV2017_182_06_15_06_ST77
1143.9,1.304158817697809e-09,1.272933858382757e-09,3.8027e+17,377.99,-85.61,154.04,55540.31,INV,ST77,EUV2017_182_06_15_06_ST77
1159.2,1.2801518970259583e-09,1.2495017259277137e-09,3.7327e+17,377.35,-85.6,154.24,55555.57,INV,ST77,EUV2017_182_06_15_06_ST77
1174.51,1.1848101263577514e-09,1.1564426856062562e-09,3.4547e+17,380.49,-85.6,154.44,55570.83,INV,ST77,EUV2017_182_06_15_06_ST77
1189.8,1.0058213849486244e-09,9.817394009164408e-10,2.9328e+17,375.36,-85.6,154.64,55586.1,INV,ST77,EUV2017_182_06_15_06_ST77
1204.75,8.568412943793111e-10,8.363262817954296e-10,2.4984e+17,364.75,-85.6,154.84,55601.36,INV,ST77,EUV2017_182_06_15_06_ST77
1220.03,7.622197313312595e-10,7.439702054476234e-10,2.2225e+17,367.28,-85.6,155.04,55616.63,INV,ST77,EUV2017_182_06_15_06_ST77
1235.3,6.950003534500776e-10,6.783602345735022e-10,2.0265e+17,382.78,-85.59,155.24,55631.89,INV,ST77,EUV2017_182_06_15_06_ST77
1250.57,6.609105260960496e-10,6.450866064873408e-10,1.9271e+17,398.01,-85.59,155.43,55647.16,INV,ST77,EUV2017_182_06_15_06_ST77
1265.82,5.782924233839234e-10,5.644465963670563e-10,1.6862e+17,390.25,-85.59,155.63,55662.43,INV,ST77,EUV2017_182_06_15_06_ST77
1281.07,4.3713172983344136e-10,4.266656575314019e-10,1.2746e+17,373.45,-85.59,155.83,55677.7,INV,ST77,EUV2017_182_06_15_06_ST77
1296.31,3.942279330327482e-10,3.8478908938674603e-10,1.1495e+17,363.97,-85.59,156.03,55692.97,INV,ST77,EUV2017_182_06_15_06_ST77
1311.55,4.311985908673983e-10,4.2087457336751266e-10,1.2573e+17,364.03,-85.58,156.23,55708.25,INV,ST77,EUV2017_182_06_15_06_ST77
1326.77,4.689923431250832e-10,4.577634447467379e-10,1.3675e+17,374.4,-85.58,156.43,55723.52,INV,ST77,EUV2017_182_06_15_06_ST77
1341.99,3.420506057325287e-10,3.338610232194563e-10,9.9736e+16,387.83,-85.58,156.63,55738.8,INV,ST77,EUV2017_182_06_15_06_ST77
1357.19,2.4670540550422565e-10,2.407986354505052e-10,7.1935e+16,393.52,-85.58,156.83,55754.07,INV,ST77,EUV2017_182_06_15_06_ST77
1372.39,2.0902482872970802e-10,2.0402022983856805e-10,6.0948e+16,400.81,-85.57,157.02,55769.35,INV,ST77,EUV2017_182_06_15_06_ST77
1387.92,1.888624449254494e-10,1.8434058602382528e-10,5.5069e+16,411.71,-85.57,157.22,55784.63,INV,ST77,EUV2017_182_06_15_06_ST77
1403.1,1.9102306778591598e-10,1.864494779447792e-10,5.5699e+16,410.45,-85.57,157.42,55799.91,INV,ST77,EUV2017_182_06_15_06_ST77
1418.27,2.0688821278991328e-10,2.0193477005006919e-10,6.0325e+16,389.22,-85.57,157.62,55815.19,INV,ST77,EUV2017_182_06_15_06_ST77
1433.43,1.8846804551441186e-10,1.8395562956206386e-10,5.4954e+16,369.13,-85.57,157.81,55830.48,INV,ST77,EUV2017_182_06_15_06_ST77
1448.92,1.552904811459142e-10,1.5157242250919407e-10,4.528e+16,356.42,-85.56,158.01,55845.76,INV,ST77,EUV2017_182_06_15_06_ST77
1464.06,1.3608151504833766e-10,1.328233690976659e-10,3.9679e+16,351.22,-85.56,158.21,55861.05,INV,ST77,EUV2017_182_06_15_06_ST77
1479.2,1.168005281887456e-10,1.140040192887726e-10,3.4057e+16,360.27,-85.56,158.4,55876.33,INV,ST77,EUV2017_182_06_15_06_ST77
1494.66,1.0631979253543477e-10,1.0377421974839942e-10,3.1001e+16,365.03,-85.56,158.6,55891.62,INV,ST77,EUV2017_182_06_15_06_ST77
1509.77,9.864786660073047e-11,9.628597970526631e-11,2.8764e+16,370.64,-85.55,158.8,55906.91,INV,ST77,EUV2017_182_06_15_06_ST77
1525.21,8.562239735620349e-11,8.357237412465856e-11,2.4966e+16,370.26,-85.55,158.99,55922.2,INV,ST77,EUV2017_182_06_15_06_ST77
1540.3,7.299132752271405e-11,7.124372500581223e-11,2.1283e+16,361.71,-85.55,159.19,55937.49,INV,ST77,EUV2017_182_06_15_06_ST77
1555.72,7.287472247945078e-11,7.11299117910306e-11,2.1249e+16,345.58,-85.55,159.38,55952.78,INV,ST77,EUV2017_182_06_15_06_ST77
1570.79,5.625507425433813e-11,5.49081812371535e-11,1.6403e+16,333.88,-85.54,159.58,55968.08,INV,ST77,EUV2017_182_06_15_06_ST77
1586.19,5.949943810513396e-11,5.807486656607792e-11,1.7349e+16,337.89,-85.54,159.78,55983.37,INV,ST77,EUV2017_182_06_15_06_ST77
1601.24,5.718105548025237e-11,5.5811992060419455e-11,1.6673e+16,348.37,-85.54,159.97,55998.67,INV,ST77,EUV2017_182_06_15_06_ST77
1616.62,4.604870340870561e-11,4.4946177496266544e-11,1.3427e+16,350.82,-85.54,160.17,56013.97,INV,ST77,EUV2017_182_06_15_06_ST77
1631.98,3.351983446607633e-11,3.2717282312728826e-11,9773800000000000.0,346.41,-85.53,160.36,56029.27,INV,ST77,EUV2017_182_06_15_06_ST77
1647.0,2.5782060977529255e-11,2.5164771277719026e-11,7517600000000000.0,337.93,-85.53,160.56,56044.57,INV,ST77,EUV2017_182_06_15_06_ST77
1662.34,2.825203015865309e-11,2.7575602962593618e-11,8237800000000000.0,342.75,-85.53,160.75,56059.87,INV,ST77,EUV2017_182_06_15_06_ST77
1677.68,3.2597282800258065e-11,3.181681893695645e-11,9504800000000000.0,344.69,-85.53,160.94,56075.17,INV,ST77,EUV2017_182_06_15_06_ST77
1693.0,2.741624636326309e-11,2.6759830008408755e-11,7994100000000000.0,340.05,-85.52,161.14,56090.47,INV,ST77,EUV2017_182_06_15_06_ST77
1708.3,1.5686807879006442e-11,1.531122483562398e-11,4574000000000000.0,335.08,-85.52,161.33,56105.78,INV,ST77,EUV2017_182_06_15_06_ST77
1723.6,1.51463092078802e-11,1.4783667110636147e-11,4416400000000000.0,339.64,-85.52,161.53,56121.09,INV,ST77,EUV2017_182_06_15_06_ST77
1738.89,2.0311569668433677e-11,1.9825257780713383e-11,5922500000000000.0,359.63,-85.52,161.72,56136.39,INV,ST77,EUV2017_182_06_15_06_ST77
1754.16,1.5352768725658118e-11,1.498518344974952e-11,4476600000000000.0,378.09,-85.51,161.91,56151.7,INV,ST77,EUV2017_182_06_15_06_ST77
1769.42,1.1699601311421635e-11,1.141948237959065e-11,3411400000000000.0,380.47,-85.51,162.11,56167.01,INV,ST77,EUV2017_182_06_15_06_ST77
1784.67,8.834889763250653e-12,8.623359488205276e-12,2576100000000000.0,374.36,-85.51,162.3,56182.32,INV,ST77,EUV2017_182_06_15_06_ST77
1799.91,1.126987743139551e-11,1.1000047208645377e-11,3286100000000000.0,371.83,-85.51,162.49,56197.63,INV,ST77,EUV2017_182_06_15_06_ST77
1815.13,1.0224890470150808e-11,9.98007995735228e-12,2981400000000000.0,371.74,-85.5,162.68,56212.95,INV,ST77,EUV2017_182_06_15_06_ST77
1830.34,5.3583446939570755e-12,5.230051963965655e-12,1562400000000000.0,372.03,-85.5,162.88,56228.26,INV,ST77,EUV2017_182_06_15_06_ST77
1845.54,5.8388260634036866e-12,5.6990293578158776e-12,1702500000000000.0,372.02,-85.5,163.07,56243.58,INV,ST77,EUV2017_182_06_15_06_ST77
1861.07,7.139315251798798e-12,6.968381447380506e-12,2081700000000000.0,371.96,-85.5,163.26,56258.89,INV,ST77,EUV2017_182_06_15_06_ST77
1876.24,4.838766339416306e-12,4.722913668688647e-12,1410900000000000.0,371.86,-85.49,163.45,56274.21,INV,ST77,EUV2017_182_06_15_06_ST77
1891.4,3.9971522918631405e-12,3.901450053764702e-12,1165500000000000.0,371.82,-85.49,163.64,56289.53,INV,ST77,EUV2017_182_06_15_06_ST77
1906.88,5.847399963643634e-12,5.7073979765498216e-12,1705000000000000.0,397.04,-85.49,163.84,56304.86,FM,ST77,EUV2017_182_06_15_06_ST77
1922.02,5.265060659346455e-12,5.139001392140344e-12,1535200000000000.0,397.04,-85.48,164.03,56320.17,FM,ST77,EUV2017_182_06_15_06_ST77
1937.48,4.73039224038338e-12,4.617134327891594e-12,1379300000000000.0,397.04,-85.48,164.22,56335.5,FM,ST77,EUV2017_182_06_15_06_ST77
1952.59,4.260542507234302e-12,4.158534021271462e-12,1242300000000000.0,397.04,-85.48,164.41,56350.82,FM,ST77,EUV2017_182_06_15_06_ST77
1968.02,3.828760891150588e-12,3.737090381830041e-12,1116400000000000.0,397.04,-85.48,164.6,56366.15,FM,ST77,EUV2017_182_06_15_06_ST77
1983.1,3.449451544535347e-12,3.366862689040358e-12,1005800000000000.0,397.04,-85.47,164.79,56381.47,FM,ST77,EUV2017_182_06_15_06_ST77
1998.5,3.101008238783914e-12,3.026762023692873e-12,904200000000000.0,397.04,-85.47,164.98,56396.8,FM,ST77,EUV2017_182_06_15_06_ST77
2013.89,2.78816376682874e-12,2.7214078633287237e-12,812980000000000.0,397.04,-85.47,165.17,56412.13,FM,ST77,EUV2017_182_06_15_06_ST77
2029.27,2.5072484993671266e-12,2.4472184391297817e-12,731070000000000.0,397.04,-85.46,165.36,56427.46,FM,ST77,EUV2017_182_06_15_06_ST77
2044.3,2.2601486944518632e-12,2.206034847217515e-12,659020000000000.0,397.04,-85.46,165.55,56442.79,FM,ST77,EUV2017_182_06_15_06_ST77
2059.65,2.033043224896156e-12,1.984366874192806e-12,592800000000000.0,397.04,-85.46,165.74,56458.12,FM,ST77,EUV2017_182_06_15_06_ST77
2074.98,1.8290186947863847e-12,1.7852272227998741e-12,533310000000000.0,397.04,-85.46,165.93,56473.46,FM,ST77,EUV2017_182_06_15_06_ST77
2090.3,1.6457430032572847e-12,1.6063396287430868e-12,479870000000000.0,397.04,-85.45,166.12,56488.79,FM,ST77,EUV2017_182_06_15_06_ST77
2105.61,1.481055527448389e-12,1.44559520010149e-12,431850000000000.0,397.04,-85.45,166.31,56504.13,FM,ST77,EUV2017_182_06_15_06_ST77
2120.9,1.3330357137059495e-12,1.3011193662786804e-12,388690000000000.0,397.04,-85.45,166.5,56519.46,FM,ST77,EUV2017_182_06_15_06_ST77
2136.18,1.2000030775829368e-12,1.171271878002805e-12,349900000000000.0,397.04,-85.44,166.68,56534.8,FM,ST77,EUV2017_182_06_15_06_ST77
2151.44,1.0803800214352008e-12,1.054512909426818e-12,315020000000000.0,397.04,-85.44,166.87,56550.14,FM,ST77,EUV2017_182_06_15_06_ST77
2166.69,9.728633124262695e-13,9.495704305031601e-13,283670000000000.0,397.04,-85.44,167.06,56565.48,FM,ST77,EUV2017_182_06_15_06_ST77
2181.92,8.761840133206308e-13,8.552058856592073e-13,255480000000000.0,397.04,-85.43,167.25,56580.82,FM,ST77,EUV2017_182_06_15_06_ST77
2197.47,7.874269980367028e-13,7.685739445254188e-13,229600000000000.0,397.04,-85.43,167.44,56596.17,FM,ST77,EUV2017_182_06_15_06_ST77
2212.68,7.093702102522282e-13,6.923860395715924e-13,206840000000000.0,397.04,-85.43,167.62,56611.51,FM,ST77,EUV2017_182_06_15_06_ST77
2227.87,6.391671150875448e-13,6.238637893780587e-13,186370000000000.0,397.04,-85.43,167.81,56626.86,FM,ST77,EUV2017_182_06_15_06_ST77
2243.37,5.746913852831459e-13,5.609317764987998e-13,167570000000000.0,397.04,-85.42,168.0,56642.2,FM,ST77,EUV2017_182_06_15_06_ST77
2258.53,5.180007568966184e-13,5.055984694299619e-13,151040000000000.0,397.04,-85.42,168.19,56657.55,FM,ST77,EUV2017_182_06_15_06_ST77
2274.01,4.658714434377426e-13,4.5471726752758225e-13,135840000000000.0,397.04,-85.42,168.37,56672.9,FM,ST77,EUV2017_182_06_15_06_ST77
2289.14,4.2005252055546755e-13,4.099953690133854e-13,122480000000000.0,397.04,-85.41,168.56,56688.25,FM,ST77,EUV2017_182_06_15_06_ST77
2304.59,3.779032269758897e-13,3.688552393173166e-13,110190000000000.0,397.04,-85.41,168.75,56703.6,FM,ST77,EUV2017_182_06_15_06_ST77
2319.69,3.4082625277826434e-13,3.326659844642491e-13,99379000000000.0,397.04,-85.41,168.93,56718.95,FM,ST77,EUV2017_182_06_15_06_ST77
2335.1,3.0673642542423634e-13,2.993923563780877e-13,89439000000000.0,397.04,-85.4,169.12,56734.3,FM,ST77,EUV2017_182_06_15_06_ST77
2350.5,2.7610359464695485e-13,2.694929553654525e-13,80507000000000.0,397.04,-85.4,169.3,56749.66,FM,ST77,EUV2017_182_06_15_06_ST77
2365.88,2.4856765663634205e-13,2.4261629943951785e-13,72478000000000.0,397.04,-85.4,169.49,56765.02,FM,ST77,EUV2017_182_06_15_06_ST77
2380.92,2.2432066675777286e-13,2.1894984565992417e-13,65408000000000.0,397.04,-85.39,169.67,56780.37,FM,ST77,EUV2017_182_06_15_06_ST77
2396.28,2.0201480789352762e-13,1.971780471616954e-13,58904000000000.0,397.04,-85.39,169.86,56795.73,FM,ST77,EUV2017_182_06_15_06_ST77
2411.61,1.8195531089214836e-13,1.7759882677175998e-13,53055000000000.0,397.04,-85.39,170.04,56811.09,FM,ST77,EUV2017_182_06_15_06_ST77
2426.93,1.6391239522720457e-13,1.5998790550804818e-13,47794000000000.0,397.04,-85.38,170.23,56826.45,FM,ST77,EUV2017_182_06_15_06_ST77
2442.24,1.4768714641312948e-13,1.4415113141593253e-13,43063000000000.0,397.04,-85.38,170.41,56841.81,FM,ST77,EUV2017_182_06_15_06_ST77
2457.53,1.3308750908454827e-13,1.2990104743577265e-13,38806000000000.0,397.04,-85.38,170.6,56857.17,FM,ST77,EUV2017_182_06_15_06_ST77
2472.8,1.19948864356854e-13,1.1707697608787684e-13,34975000000000.0,397.04,-85.37,170.78,56872.54,FM,ST77,EUV2017_182_06_15_06_ST77
2488.39,1.0788367193920104e-13,1.0530065580547081e-13,31457000000000.0,397.04,-85.37,170.97,56887.9,FM,ST77,EUV2017_182_06_15_06_ST77
2503.63,9.726575388205108e-14,9.493695836535453e-14,28361000000000.0,397.04,-85.37,171.15,56903.27,FM,ST77,EUV2017_182_06_15_06_ST77
2518.86,8.770756989455851e-14,8.560762220075374e-14,25574000000000.0,397.04,-85.36,171.33,56918.64,FM,ST77,EUV2017_182_06_15_06_ST77
2534.07,7.910280361374804e-14,7.720887643936752e-14,23065000000000.0,397.04,-85.36,171.52,56934.0,FM,ST77,EUV2017_182_06_15_06_ST77
2549.59,7.119423803242122e-14,6.948966251917756e-14,20759000000000.0,397.04,-85.36,171.7,56949.37,FM,ST77,EUV2017_182_06_15_06_ST77
2564.76,6.422880147748855e-14,6.269099665972144e-14,18728000000000.0,397.04,-85.35,171.88,56964.74,FM,ST77,EUV2017_182_06_15_06_ST77
2580.25,5.782581277829637e-14,5.6441312189212044e-14,16861000000000.0,397.04,-85.35,172.07,56980.12,FM,ST77,EUV2017_182_06_15_06_ST77
2595.4,5.218418642041145e-14,5.093476106227688e-14,15216000000000.0,397.04,-85.35,172.25,56995.49,FM,ST77,EUV2017_182_06_15_06_ST77
2610.85,4.69986915552917e-14,4.587342045198754e-14,13704000000000.0,397.04,-85.34,172.43,57010.86,FM,ST77,EUV2017_182_06_15_06_ST77
2626.29,4.233448982476071e-14,4.132089186072199e-14,12344000000000.0,397.04,-85.34,172.61,57026.24,FM,ST77,EUV2017_182_06_15_06_ST77
2641.39,3.8225876829778265e-14,3.731064976341602e-14,11146000000000.0,397.04,-85.34,172.8,57041.61,FM,ST77,EUV2017_182_06_15_06_ST77
2656.79,3.4443072043913784e-14,3.3618415177999914e-14,10043000000000.0,397.04,-85.33,172.98,57056.99,FM,ST77,EUV2017_182_06_15_06_ST77
2672.18,3.104026251668375e-14,3.0297077774872215e-14,9050800000000.0,397.04,-85.33,173.16,57072.37,FM,ST77,EUV2017_182_06_15_06_ST77
2687.55,2.7978351262993993e-14,2.7308476652606126e-14,8158000000000.0,397.04,-85.33,173.34,57087.75,FM,ST77,EUV2017_182_06_15_06_ST77
2702.9,2.522304268188473e-14,2.4619137336265874e-14,7354600000000.0,397.04,-85.32,173.52,57103.13,FM,ST77,EUV2017_182_06_15_06_ST77
2718.24,2.2742784820472957e-14,2.219826330891055e-14,6631400000000.0,397.04,-85.32,173.7,57118.51,FM,ST77,EUV2017_182_06_15_06_ST77
2733.56,2.050979824198124e-14,2.0018740245842167e-14,5980300000000.0,397.04,-85.32,173.89,57133.9,FM,ST77,EUV2017_182_06_15_06_ST77
2748.87,1.8499047157708947e-14,1.8056131780357616e-14,5394000000000.0,397.04,-85.31,174.07,57149.28,FM,ST77,EUV2017_182_06_15_06_ST77
2764.15,1.668858238304181e-14,1.6289014248497998e-14,4866100000000.0,397.04,-85.31,174.25,57164.67,FM,ST77,EUV2017_182_06_15_06_ST77
2779.42,1.5057483601394352e-14,1.4696968220552486e-14,4390500000000.0,397.04,-85.31,174.43,57180.05,FM,ST77,EUV2017_182_06_15_06_ST77
2794.68,1.358826005627709e-14,1.326292171430384e-14,3962100000000.0,397.04,-85.3,174.61,57195.43,FM,ST77,EUV2017_182_06_15_06_ST77
2810.24,1.223769929048069e-14,1.1944696891332978e-14,3568300000000.0,397.04,-85.3,174.79,57210.83,FM,ST77,EUV2017_182_06_15_06_ST77
2825.45,1.1046956025156896e-14,1.0782463121562832e-14,3221100000000.0,397.04,-85.3,174.97,57226.22,FM,ST77,EUV2017_182_06_15_06_ST77
2840.98,9.952583398530101e-15,9.714292626362217e-15,2902000000000.0,397.04,-85.29,175.15,57241.61,FM,ST77,EUV2017_182_06_15_06_ST77
2856.16,8.987505187521704e-15,8.77232090166948e-15,2620600000000.0,397.04,-85.29,175.33,57257.0,FM,ST77,EUV2017_182_06_15_06_ST77
2871.65,8.099592078672827e-15,7.905666745582237e-15,2361700000000.0,397.04,-85.29,175.5,57272.4,FM,ST77,EUV2017_182_06_15_06_ST77
2886.8,7.316623508760896e-15,7.141444482798469e-15,2133400000000.0,397.04,-85.28,175.68,57287.79,FM,ST77,EUV2017_182_06_15_06_ST77
