654.42,56644.40,-55.38,154.32,6.8638e+18,3.7475e+17,184.99,9.45,6.9254e+18,187.42
671.55,56661.42,-55.38,154.40,5.2987e+18,2.1089e+17,188.67,7.37,5.2859e+18,193.06
688.69,56678.45,-55.38,154.49,3.9607e+18,1.6601e+17,200.58,7.70,4.0646e+18,198.75
705.85,56695.47,-55.39,154.57,3.0961e+18,1.4118e+17,205.85,8.75,3.1478e+18,204.51
722.97,56712.49,-55.39,154.65,2.4920e+18,1.2007e+17,205.87,8.72,2.4563e+18,210.30
740.11,56729.52,-55.39,154.74,1.9697e+18,9.4041e+16,212.61,4.19,1.9293e+18,216.13
757.26,56746.54,-55.39,154.82,1.5399e+18,7.7869e+16,216.47,4.23,1.5248e+18,222.00
774.38,56763.56,-55.39,154.90,1.2292e+18,6.4028e+16,221.14,4.58,1.2131e+18,227.88
791.56,56780.59,-55.40,154.99,9.9650e+17,5.0711e+16,227.82,4.60,9.7002e+17,233.80
808.71,56797.61,-55.40,155.07,8.0812e+17,4.2916e+16,235.37,4.84,7.8041e+17,239.71
825.81,56814.63,-55.40,155.15,6.3230e+17,3.5297e+16,241.50,5.38,6.3157e+17,245.62
842.99,56831.66,-55.40,155.24,4.9977e+17,2.9026e+16,246.06,5.79,5.1334e+17,251.55
860.13,56848.68,-55.40,155.32,4.1868e+17,2.6206e+16,251.67,5.91,4.1951e+17,257.45
877.23,56865.69,-55.41,155.40,3.5195e+17,2.1746e+16,258.57,6.20,3.4461e+17,263.32
894.39,56882.73,-55.41,155.49,2.9570e+17,1.8942e+16,262.15,6.37,2.8415e+17,269.19
911.52,56899.75,-55.41,155.57,2.4217e+17,1.6716e+16,261.83,6.94,2.3542e+17,275.02
928.67,56916.77,-55.41,155.65,1.9407e+17,1.3575e+16,263.89,7.35,1.9584e+17,280.81
945.83,56933.79,-55.42,155.74,1.6426e+17,1.1554e+16,273.95,8.25,1.6353e+17,286.56
962.95,56950.82,-55.42,155.82,1.4510e+17,9.6624e+15,287.69,8.73,1.3714e+17,292.24
980.09,56967.84,-55.42,155.90,1.1552e+17,8.1062e+15,302.92,8.84,1.1541e+17,297.87
997.24,56984.86,-55.42,155.98,8.6791e+16,6.9285e+15,320.32,10.10,9.7448e+16,303.44
1014.35,57001.88,-55.42,156.07,6.9449e+16,5.9740e+15,335.36,11.18,8.2593e+16,308.93
1031.48,57018.90,-55.43,156.15,6.3309e+16,5.5393e+15,343.72,12.54,7.0218e+16,314.35
1048.63,57035.93,-55.43,156.23,5.5851e+16,4.9097e+15,343.96,12.53,5.9874e+16,319.70
1065.79,57052.95,-55.43,156.32,4.8713e+16,4.2093e+15,335.09,12.78,5.1199e+16,324.96
1082.91,57069.97,-55.43,156.40,4.6684e+16,3.7429e+15,328.92,12.34,4.3921e+16,330.13
1100.04,57086.99,-55.43,156.48,4.2848e+16,3.3518e+15,331.68,12.20,3.7775e+16,335.20
1117.19,57104.01,-55.44,156.57,3.4972e+16,2.9536e+15,340.21,13.09,3.2569e+16,340.19
1134.36,57121.03,-55.44,156.65,2.7750e+16,2.6456e+15,347.59,14.83,2.8148e+16,345.08
1151.49,57138.05,-55.44,156.73,2.1977e+16,2.3084e+15,355.24,16.06,2.4394e+16,349.85
1168.63,57155.08,-55.44,156.82,2.0064e+16,2.1976e+15,362.96,18.01,2.1186e+16,354.53
1185.73,57172.10,-55.44,156.90,1.9381e+16,2.1283e+15,366.61,18.74,1.8447e+16,359.09
1202.91,57189.12,-55.45,156.98,1.7470e+16,1.8873e+15,366.33,18.49,1.6086e+16,363.56
1220.04,57206.14,-55.45,157.07,1.5046e+16,1.6576e+15,365.35,19.75,1.4061e+16,367.90
1237.19,57223.16,-55.45,157.15,1.2977e+16,1.5826e+15,367.11,21.07,1.2313e+16,372.14
1254.30,57240.18,-55.45,157.23,1.0683e+16,1.4170e+15,379.55,24.41,1.0805e+16,376.26
1271.42,57257.20,-55.45,157.32,9.0435e+15,1.3221e+15,403.20,25.14,9.4980e+15,380.27
1288.56,57274.22,-55.46,157.40,8.0630e+15,1.2832e+15,428.30,29.89,8.3622e+15,384.18
1305.72,57291.24,-55.46,157.48,7.0240e+15,1.1853e+15,449.81,34.33,7.3734e+15,387.97
1322.83,57308.26,-55.46,157.56,5.8901e+15,1.1224e+15,454.78,36.00,6.5136e+15,391.64
1339.96,57325.28,-55.46,157.65,5.0828e+15,1.0897e+15,438.46,39.02,5.7620e+15,395.20
1357.11,57342.30,-55.47,157.73,4.9952e+15,1.0202e+15,419.55,38.46,5.1039e+15,398.66
1374.27,57359.32,-55.47,157.81,5.0211e+15,9.1977e+14,405.86,35.13,4.5267e+15,402.01
1391.39,57376.34,-55.47,157.90,5.2180e+15,8.8609e+14,393.37,33.76,4.0211e+15,405.24
1408.53,57393.36,-55.47,157.98,4.5928e+15,8.1703e+14,386.80,37.53,3.5762e+15,408.37
1425.68,57410.38,-55.47,158.06,3.4683e+15,7.7709e+14,386.74,40.13,3.1840e+15,411.40
1442.79,57427.40,-55.48,158.15,2.9121e+15,7.1429e+14,382.77,47.19,2.8388e+15,414.32
1459.92,57444.42,-55.48,158.23,2.6736e+15,6.7298e+14,386.88,53.26,2.5336e+15,417.14
1477.06,57461.44,-55.48,158.31,2.3800e+15,6.2211e+14,428.28,63.00,2.2633e+15,419.86
1494.21,57478.46,-55.48,158.40,2.2651e+15,5.7495e+14,483.73,68.08,2.0238e+15,422.48
1511.33,57495.48,-55.48,158.48,2.0290e+15,5.5877e+14,532.00,82.01,1.8118e+15,425.01
1528.46,57512.49,-55.49,158.56,1.2186e+15,5.2462e+14,561.09,98.56,1.6233e+15,427.44
1545.61,57529.51,-55.49,158.65,8.0136e+14,4.8864e+14,573.61,103.07,1.4557e+15,429.78
1562.72,57546.53,-55.49,158.73,1.0350e+15,5.0004e+14,560.89,97.02,1.3067e+15,432.03
1579.84,57563.55,-55.49,158.81,1.3317e+15,4.9068e+14,510.52,93.44,1.1739e+15,434.20
1596.98,57580.57,-55.49,158.90,1.4853e+15,4.8387e+14,440.56,79.91,1.0553e+15,436.28
1614.13,57597.59,-55.50,158.98,1.3033e+15,4.5753e+14,380.87,62.23,9.4926e+14,438.29
1631.24,57614.61,-55.50,159.06,1.2466e+15,4.3893e+14,364.79,55.71,8.5471e+14,440.21
1648.42,57631.62,-55.50,159.14,1.2008e+15,4.2976e+14,394.73,59.57,7.6979e+14,442.06
1665.51,57648.64,-55.50,159.23,8.2527e+14,3.7093e+14,439.40,73.31,6.9415e+14,443.82
1682.67,57665.66,-55.50,159.31,5.5497e+14,3.3894e+14,482.15,86.31,6.2608e+14,445.52
1699.78,57682.68,-55.51,159.39,4.8409e+14,3.2245e+14,511.47,80.02,5.6516e+14,447.15
1716.91,57699.70,-55.51,159.48,5.2968e+14,3.1586e+14,532.69,76.73,5.1041e+14,448.71
1734.06,57716.71,-55.51,159.56,5.1707e+14,2.9985e+14,533.43,73.03,4.6118e+14,450.21
1751.22,57733.73,-55.51,159.64,4.3866e+14,2.5185e+14,505.37,54.72,4.1688e+14,451.65
1768.34,57750.75,-55.51,159.73,3.3937e+14,1.3068e+14,478.50,49.18,3.7712e+14,453.02
1785.48,57767.77,-55.52,159.81,3.4045e+14,7.3563e+13,470.84,44.85,3.4129e+14,454.34
1802.57,57784.78,-55.52,159.89,0.0000e+00,0.0000e+00,476.31,37.49,3.0907e+14,455.59
1819.74,57801.80,-55.52,159.98,0.0000e+00,0.0000e+00,479.72,34.04,2.7991e+14,456.80
1836.86,57818.82,-55.52,160.06,0.0000e+00,0.0000e+00,480.65,35.18,2.5367e+14,457.95
1854.00,57835.83,-55.52,160.14,0.0000e+00,0.0000e+00,480.37,35.94,2.2996e+14,459.06
1871.10,57852.85,-55.53,160.23,0.0000e+00,0.0000e+00,479.93,31.28,2.0860e+14,460.11
1888.27,57869.87,-55.53,160.31,0.0000e+00,0.0000e+00,479.63,32.37,1.8922e+14,461.12
1905.40,57886.88,-55.53,160.39,0.0000e+00,0.0000e+00,479.47,31.60,1.7174e+14,462.08
1922.49,57903.90,-55.53,160.48,0.0000e+00,0.0000e+00,479.32,32.12,1.5596e+14,463.00
1939.64,57920.92,-55.53,160.56,0.0000e+00,0.0000e+00,479.15,33.33,1.4163e+14,463.88
1956.76,57937.93,-55.54,160.64,0.0000e+00,0.0000e+00,478.97,31.90,1.2868e+14,464.73
1973.89,57954.95,-55.54,160.73,0.0000e+00,0.0000e+00,478.80,32.83,1.1695e+14,465.53
1991.04,57971.96,-55.54,160.81,0.0000e+00,0.0000e+00,478.62,31.43,1.0630e+14,466.30
2008.15,57988.98,-55.54,160.89,0.0000e+00,0.0000e+00,478.44,32.80,9.6678e+13,467.03
2025.27,58006.00,-55.54,160.97,0.0000e+00,0.0000e+00,478.29,34.23,8.7941e+13,467.73
2042.40,58023.01,-55.55,161.06,0.0000e+00,0.0000e+00,478.13,34.52,8.0008e+13,468.40
2059.55,58040.03,-55.55,161.14,0.0000e+00,0.0000e+00,477.99,34.40,7.2804e+13,469.03
2076.66,58057.04,-55.55,161.22,0.0000e+00,0.0000e+00,477.86,38.43,6.6278e+13,469.64
2093.78,58074.06,-55.55,161.31,0.0000e+00,0.0000e+00,477.75,38.02,6.0347e+13,470.22
2110.92,58091.07,-55.56,161.39,0.0000e+00,0.0000e+00,477.65,42.02,5.4955e+13,470.78
2128.08,58108.09,-55.56,161.47,0.0000e+00,0.0000e+00,477.59,44.41,5.0052e+13,471.31
2145.19,58125.10,-55.56,161.56,0.0000e+00,0.0000e+00,477.56,45.81,4.5606e+13,471.81
2162.31,58142.12,-55.56,161.64,0.0000e+00,0.0000e+00,477.56,45.83,4.1559e+13,472.29
2179.45,58159.12,-55.56,161.72,0.0000e+00,0.0000e+00,477.60,48.07,3.7877e+13,472.75
2196.56,58176.15,-55.57,161.81,0.0000e+00,0.0000e+00,477.70,50.08,3.4534e+13,473.19
2213.67,58193.16,-55.57,161.89,0.0000e+00,0.0000e+00,477.85,50.07,3.1490e+13,473.60
2230.80,58210.18,-55.57,161.97,0.0000e+00,0.0000e+00,478.06,54.40,2.8717e+13,474.00
2247.94,58227.19,-55.57,162.06,0.0000e+00,0.0000e+00,478.34,57.52,2.6191e+13,474.38
2265.05,58244.21,-55.57,162.14,0.0000e+00,0.0000e+00,478.71,57.82,2.3896e+13,474.74
2282.22,58261.22,-55.58,162.22,0.0000e+00,0.0000e+00,479.20,58.50,2.1797e+13,475.09
2299.29,58278.23,-55.58,162.31,0.0000e+00,0.0000e+00,479.88,61.02,1.9896e+13,475.41
2316.44,58295.25,-55.58,162.39,0.0000e+00,0.0000e+00,480.73,66.23,1.8157e+13,475.73
2333.54,58312.26,-55.58,162.47,0.0000e+00,0.0000e+00,481.42,69.03,1.6576e+13,476.03
2350.72,58329.27,-55.58,162.55,0.0000e+00,0.0000e+00,481.34,70.06,1.5129e+13,476.31
2367.80,58346.29,-55.59,162.64,0.0000e+00,0.0000e+00,480.67,71.47,1.3817e+13,476.58
2384.95,58363.30,-55.59,162.72,0.0000e+00,0.0000e+00,0.00,0.00,1.2616e+13,476.84
